代碼,ROE_5Y,EPS_5Y,毛利率_5Y,現金殖利率,正負樣本,備註
1806,-1.45,-0.23,23.22,7.62,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
4916,3.93,1.53,20.8,5.45,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
1463,9.71,1.33,28.09,8.09,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
3041,-9.71,-1.52,30.64,8.2,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
1532,8.01,2.47,25.18,5.63,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
2527,7.3,2.45,37.7,7.56,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
1338,6.78,5.62,24.05,6.63,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
1432,-16.24,-1.41,73.41,6.3,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
4942,8.64,4.39,22.1,6.31,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
1540,3.83,0.64,22.37,5.1,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
2545,9.43,3.22,38.8,7.04,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
1316,4.27,0.66,23.2,5.41,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
3376,8.93,6.63,23.49,5.05,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
4943,-10.08,-0.59,27.79,16.12,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
9912,-4.54,-0.44,32.47,18.33,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
8039,9.69,3.4,21.95,6.07,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
8473,5.82,2.13,22.43,6.17,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
4562,-1.65,-0.15,30.95,7.84,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
2536,4.09,1.45,27.4,6.03,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
4564,9.51,2.19,28.8,6.0,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
2501,7.55,1.51,23.74,7.0,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
3501,8.78,4.27,25.36,6.35,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
6168,6.95,0.97,21.75,5.91,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
1102,9.81,4.05,24.67,6.29,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
2393,6.94,2.71,24.6,6.16,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
2911,-5.97,-0.65,44.02,11.47,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
5907,2.15,1.17,73.87,9.66,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
2340,8.63,1.58,30.33,5.08,1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y >= 20.335"
3048,15.45,2.43,3.05,5.68,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
8131,12.35,3.18,18.72,6.27,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2546,17.79,4.66,7.57,5.67,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
8112,21.82,4.49,2.85,8.58,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2597,16.21,5.98,14.19,6.09,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
4722,11.73,2.95,17.6,5.11,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
6281,19.94,5.0,18.97,5.35,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
8271,14.07,3.8,15.6,6.35,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
3231,12.27,2.5,4.84,6.69,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
1541,17.38,3.1,16.15,6.33,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
5546,23.42,6.32,16.56,5.48,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2347,17.49,5.39,4.09,5.39,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
1521,15.18,3.73,15.33,8.48,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2459,10.77,4.32,16.86,6.11,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
8213,11.46,5.43,14.63,8.02,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2535,11.13,2.84,10.93,6.02,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2382,14.37,5.42,5.15,5.63,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2357,10.76,27.74,16.39,9.0,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
1301,13.01,7.15,18.26,6.0,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
6504,19.76,8.9,19.92,6.54,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
6691,28.63,15.07,15.6,5.98,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
1515,23.75,4.2,18.65,7.6,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2020,14.27,2.01,11.5,7.16,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2385,19.26,7.22,17.11,6.3,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2376,17.5,7.88,18.11,6.08,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
3029,13.96,2.86,10.17,5.42,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2069,11.0,2.5,8.01,6.42,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
6412,21.64,4.84,16.73,5.02,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2227,27.83,19.59,15.16,8.65,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
3044,16.29,10.4,19.32,6.62,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
1303,12.88,5.98,16.11,6.61,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2609,24.39,9.84,18.03,6.27,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
3702,13.8,4.71,4.07,5.39,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
3033,12.77,2.19,5.99,5.53,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2031,14.71,3.67,11.13,5.26,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
6189,14.37,2.96,8.02,6.8,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
6112,13.2,2.84,10.79,6.47,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2015,15.22,4.91,13.62,5.79,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
1312,13.74,4.03,16.97,5.31,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
2439,19.07,10.74,13.85,9.2,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
9927,11.48,2.93,10.18,7.61,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
3528,13.73,3.16,12.42,5.49,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
3032,11.6,3.04,16.76,7.76,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
6456,19.07,13.45,9.44,6.36,1,"ROE_5Y >= 10.035, 現金殖利率 >= 4.905, 毛利率_5Y <= 19.98"
3645,11.14,2.29,32.73,3.29,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2496,12.49,5.46,47.5,8.46,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2114,21.09,7.26,38.13,4.86,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4755,13.06,4.65,20.74,2.23,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1590,20.7,21.36,49.0,1.02,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1323,14.85,3.1,24.13,4.73,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2458,31.76,8.82,46.63,8.15,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4536,14.47,8.16,30.88,2.92,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6671,13.09,3.61,37.98,7.44,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1229,10.09,2.66,20.74,3.05,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1436,11.33,3.41,28.63,4.65,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1762,12.28,3.53,40.69,1.83,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6269,14.3,9.09,20.44,5.27,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3583,14.02,4.45,36.77,2.8,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6666,23.82,6.51,62.94,5.14,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
8114,16.93,6.1,34.67,2.96,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3406,16.98,18.52,41.07,1.55,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1216,19.92,4.14,33.73,4.75,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1325,17.53,5.61,27.85,11.43,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6582,28.1,12.43,36.78,11.64,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3338,11.82,2.08,20.95,3.58,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
5306,23.76,10.43,43.51,2.26,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3665,16.11,13.46,23.75,2.69,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3705,10.85,2.62,45.26,4.93,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1773,21.2,6.51,27.35,2.84,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2707,33.93,10.4,31.2,4.36,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2433,12.49,3.9,30.21,7.38,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6230,14.7,6.78,20.01,2.84,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2520,13.23,3.52,27.2,5.86,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2059,14.48,15.7,52.96,1.76,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
8150,14.26,3.74,20.85,5.72,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4148,10.05,3.0,26.79,2.34,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2049,12.51,10.13,34.45,1.92,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4137,26.61,13.99,83.16,6.68,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6464,11.99,6.57,48.2,5.07,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6183,14.55,2.12,40.72,2.55,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3022,11.5,3.81,33.82,2.1,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4968,22.95,5.55,33.42,1.81,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3450,14.13,3.12,24.49,4.62,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
5007,14.77,3.16,22.8,4.94,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6214,10.48,5.6,24.96,6.97,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1101,11.0,3.69,26.64,5.87,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
9939,11.22,5.04,20.14,4.05,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3653,11.97,6.08,28.25,1.17,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1558,14.84,11.51,24.88,7.23,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3130,19.94,9.14,89.83,4.66,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2481,10.05,2.27,24.15,2.06,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2337,22.32,3.82,35.49,3.97,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4571,18.47,5.73,33.2,3.01,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2614,16.47,1.68,28.14,3.86,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2397,14.27,4.67,26.89,7.42,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2454,12.96,28.02,41.38,4.48,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6670,37.83,14.36,23.89,4.78,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
9926,12.46,2.14,24.86,3.29,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3563,41.34,18.97,64.62,4.79,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6754,13.78,3.61,23.16,5.12,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2441,16.45,4.94,27.33,5.59,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1702,15.7,4.03,33.25,5.07,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3006,18.33,5.8,21.41,4.15,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1231,16.23,3.31,21.73,2.16,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6409,41.13,23.79,27.73,1.35,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6706,25.21,8.2,34.72,4.05,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1227,17.48,3.13,28.16,5.65,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1560,14.61,4.47,30.69,2.12,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4551,18.39,7.74,28.62,2.4,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
5222,19.77,3.06,50.71,1.18,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2474,12.73,23.65,33.87,6.65,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3005,16.25,4.5,27.55,6.65,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6202,27.23,5.29,49.21,7.17,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6438,17.58,5.54,28.33,4.17,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3045,19.54,4.53,25.92,4.95,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
9911,18.73,3.94,35.17,4.7,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6257,13.89,3.9,28.85,5.42,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
9910,32.01,6.72,23.65,2.74,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1723,16.35,4.98,23.25,3.77,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
9940,17.08,2.67,30.47,6.13,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1526,16.22,2.82,25.68,2.47,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2539,13.68,1.92,29.76,1.95,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
8462,19.22,4.92,27.65,3.37,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2308,14.87,8.62,28.26,1.94,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
5234,23.34,6.11,33.89,7.16,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2327,33.2,37.27,42.28,5.55,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1707,26.61,9.48,81.57,4.4,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
8464,32.4,14.91,50.86,3.64,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4999,10.17,4.49,31.22,7.15,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2420,15.79,3.24,37.65,6.38,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6641,18.74,6.26,39.17,6.05,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4190,18.87,5.92,74.73,4.44,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1582,13.49,5.75,22.93,7.87,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4764,12.14,3.59,20.97,3.64,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
5534,18.12,9.84,37.91,7.63,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
8081,19.36,11.13,36.82,6.12,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
5283,25.36,11.6,38.36,3.8,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2505,13.8,2.08,28.14,2.97,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1527,14.53,3.88,26.9,5.46,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2108,28.01,5.98,33.14,7.85,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2408,17.74,8.06,40.15,6.69,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2548,14.37,8.59,29.98,6.96,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6743,14.26,2.45,21.84,2.58,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4572,11.07,4.43,41.66,3.26,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
8480,19.6,8.12,32.33,5.87,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2451,10.31,4.74,24.01,7.58,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4807,13.13,2.14,23.84,11.33,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4552,10.68,5.1,21.43,7.45,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4919,15.23,3.67,39.43,2.03,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
2231,19.07,6.75,46.26,2.95,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
5871,21.61,11.46,66.09,2.44,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1720,11.69,2.62,44.32,3.67,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6449,11.37,2.63,26.24,3.87,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6414,12.11,13.7,22.36,3.14,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1476,24.1,15.41,28.06,2.32,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3533,18.48,21.46,36.27,1.44,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6415,19.59,33.01,48.65,2.03,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
4912,18.64,7.95,21.31,1.77,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6715,20.58,3.49,25.3,0.84,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6224,16.79,4.82,46.22,6.6,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
3413,25.3,13.49,24.53,3.22,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
5471,19.23,4.06,42.11,6.43,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
1598,11.06,3.36,32.34,5.74,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
6592,14.49,5.11,63.98,3.16,1,"ROE_5Y >= 10.035, 毛利率_5Y >= 19.98"
