代碼,股票,ROE_5Y,EPS_5Y,毛利率_5Y,現金殖利率,股價,董監持股,ROE_Test,EPS_Test,毛利率_Test,現金殖利率_Test,股價_Test,董監持股_Test,符合數量,正負樣本
2387,精元,7.13,2.65,13.33,3.79,39.1,32.21,0,1,0,0,1,1,3,0
2388,威盛,21.42,3.58,31.22,0.45,79.5,9.43,1,1,1,0,1,0,4,0
2390,云辰,6.63,1.06,17.01,2.46,14.25,29.14,0,1,0,0,1,1,3,0
2392,正崴,4.13,2.77,10.25,5.49,36.45,20.25,0,1,0,1,1,1,4,0
2393,億光,6.94,2.71,24.6,6.16,37.85,7,0,1,1,1,1,0,4,0
2395,研華,22.62,9.69,38.82,2.31,313.5,29.92,1,1,1,0,0,1,4,0
2397,友通,14.27,4.67,26.89,7.42,56.9,45.08,1,1,1,1,1,1,6,1
2399,映泰,4.17,0.41,12.95,4.98,14.05,7.53,0,1,0,0,1,0,2,-1
2401,凌陽,6.04,0.66,44.1,3.14,24.85,17.36,0,1,1,0,1,1,4,0
2402,毅嘉,1.48,0.28,9.32,4.5,18,14.22,0,1,0,0,1,1,3,0
2404,漢唐,31.97,13,17.08,7.49,158,9.02,1,1,0,1,0,0,3,0
2405,浩鑫,-0.13,-0.02,25.12,1.73,15,7.34,0,0,1,0,1,0,2,-1
2406,國碩,-16.37,-2.67,6.73,2.41,20.75,7.75,0,0,0,0,1,0,1,-1
2408,南亞科,17.74,8.06,40.15,6.69,51.1,29.35,1,1,1,1,1,1,6,1
2409,友達,7.62,1.84,12.02,4.15,17.35,7.08,0,1,0,0,1,0,2,-1
2412,中華電,9.51,4.55,35,3.71,121,35.29,0,1,1,0,0,1,3,0
2413,環科,-3.33,-0.43,15.14,0.86,23.2,30.99,0,0,0,0,1,1,2,-1
2414,精技,10.95,2.13,8.76,5.73,31.25,33.29,1,1,0,1,1,1,5,1
2415,錩新,7.09,1.38,26.54,3.03,27.7,10.91,0,1,1,0,1,1,4,0
2417,圓剛,8.29,1.29,50.78,1.97,24.9,17.29,0,1,1,0,1,1,4,0
2419,仲琦,7.26,0.86,20.77,3.05,28.5,90.7,0,1,1,0,1,1,4,0
2420,新巨,15.79,3.24,37.65,6.38,40.9,22.71,1,1,1,1,1,1,6,1
2421,建準,15.18,2.57,21.35,4.99,39.65,7.5,1,1,1,0,1,0,4,0
2423,固緯,12.41,1.97,49.83,5.87,25.55,8.94,1,1,1,1,1,0,5,1
2425,承啟,7.31,1.14,7.51,2.28,26.75,28.71,0,1,0,0,1,1,3,0
2426,鼎元,9.28,1.3,19.3,4.53,17.45,8.01,0,1,0,0,1,0,2,-1
2427,三商電,5.21,0.62,29.42,2.62,12.6,53.44,0,1,1,0,1,1,4,0
2428,興勤,18.97,9.59,40.35,3.4,139,21.26,1,1,1,0,0,1,4,0
2429,銘旺科,-20.04,-1.64,10.71,0,12.7,27.59,0,0,0,0,1,1,2,-1
2430,燦坤,6.91,2.01,15.5,3.58,46.7,44.89,0,1,0,0,1,1,3,0
2431,聯昌,-0.69,-0.1,8.9,3.28,11.6,34.79,0,0,0,0,1,1,2,-1
2433,互盛電,12.49,3.9,30.21,7.38,48.5,27.31,1,1,1,1,1,1,6,1
2434,統懋,-31.59,-1.73,-28.21,0,29.7,79.31,0,0,0,0,1,1,2,-1
2438,翔耀,0.5,-0.32,27.32,0,14.15,39.55,0,0,1,0,1,1,3,0
2439,美律,19.07,10.74,13.85,9.2,89.2,8.43,1,1,0,1,0,0,3,0
2440,太空梭,5.76,0.5,7.42,1,13.05,40.19,0,1,0,0,1,1,3,0
2441,超豐,16.45,4.94,27.33,5.59,57.6,43.93,1,1,1,1,1,1,6,1
2442,新美齊,9.06,1.26,21.56,1.38,12.3,27.33,0,1,1,0,1,1,4,0
2443,昶虹,-32.98,-1.98,-9.78,0,3.15,9.33,0,0,0,0,1,0,1,-1
2450,神腦,8.99,2.1,11.48,6.03,31.7,33.53,0,1,0,1,1,1,4,0
2451,創見,10.31,4.74,24.01,7.58,64.8,3.9,1,1,1,1,1,0,5,1
2453,凌群,7.1,1.34,22.78,4.45,25.15,21.94,0,1,1,0,1,1,4,0
2454,聯發科,12.96,28.02,41.38,4.48,623,2.68,1,1,1,0,0,0,3,0
2455,全新,18.85,2.92,39.49,4.12,68.5,6.08,1,1,1,0,1,0,4,0
2457,飛宏,-2.89,-0.44,12.21,5.04,37.3,28.33,0,0,0,1,1,1,3,0
2459,敦吉,10.77,4.32,16.86,6.11,51.7,14.26,1,1,0,1,1,1,5,1
2460,建通,-0.54,-0.09,11.5,3.49,15.75,52.81,0,0,0,0,1,1,2,-1
2461,光群雷,3.05,0.82,22.3,3.76,18.1,8.27,0,1,1,0,1,0,3,0
2464,盟立,15.79,3.17,18.95,5.82,39.55,13.36,1,1,0,1,1,1,5,1
2466,冠西電,1.11,0.12,10.92,0,32.75,10.27,0,1,0,0,1,1,3,0
2467,志聖,19.63,3.16,33.01,5.07,47.35,4.22,1,1,1,1,1,0,5,1
2468,華經,3.69,0.6,11.11,2.36,18.65,65.36,0,1,0,0,1,1,3,0
2471,資通,10.11,1.62,38.65,5.34,27.55,13.46,1,1,1,1,1,1,6,1
2474,可成,12.73,23.65,33.87,6.65,169,3.79,1,1,1,1,0,0,4,0
2476,鉅祥,8.66,2.1,27.98,2.73,54.5,9.75,0,1,1,0,1,0,3,0
2477,美隆電,14.55,2.75,21.4,6.41,20.9,24.03,1,1,1,1,1,1,6,1
2478,大毅,12.93,4.38,26.57,5.48,44.2,14.5,1,1,1,1,1,1,6,1
2480,敦陽科,16.63,4.25,25.96,5.27,83.9,8.91,1,1,1,1,0,0,4,0
2481,強茂,10.05,2.27,24.15,2.06,68.5,16.3,1,1,1,0,1,1,5,1
2482,連宇,-1.72,-0.21,39.7,0.81,23.45,20.88,0,0,1,0,1,1,3,0
2483,百容,5.93,1.31,21.97,4.08,26,15.49,0,1,1,0,1,1,4,0
2484,希華,7.05,1.4,21.48,3.1,38.1,8.84,0,1,1,0,1,0,3,0
2485,兆赫,-1.14,-0.19,6.19,6.72,17.25,11.4,0,0,0,1,1,1,3,0
2486,一詮,-1.76,-0.26,11.62,3.46,21.7,17.44,0,0,0,0,1,1,2,-1
2488,漢平,10.8,2.72,22.33,6.09,30.85,19.49,1,1,1,1,1,1,6,1
2489,瑞軒,6.82,1.22,9.76,11.48,10.45,12.32,0,1,0,1,1,1,4,0
2491,吉祥全,20.48,1.54,31.89,0.73,13.65,27.66,1,1,1,0,1,1,5,1
2492,華新科,28.7,17.93,36.4,8.32,87.4,21.02,1,1,1,1,0,1,5,1
2493,揚博,12.54,2.57,28.17,5.82,41.25,13.68,1,1,1,1,1,1,6,1
2495,普安,2.51,0.37,44.05,2.62,16,14.33,0,1,1,0,1,1,4,0
2496,卓越,12.49,5.46,47.5,8.46,46.2,26.34,1,1,1,1,1,1,6,1
2497,怡利電,-3.78,-0.52,21.29,1.89,80.3,23.92,0,0,1,0,0,1,2,-1
2498,宏達電,-12.4,-5.66,16.53,26.23,60.8,6.64,0,0,0,1,1,0,2,-1
2501,國建,7.55,1.51,23.74,7,16.85,2.85,0,1,1,1,1,0,4,0
2504,國產,9.62,1.5,11.24,3.47,25.05,14.33,0,1,0,0,1,1,3,0
2505,國揚,13.8,2.08,28.14,2.97,19.55,7.43,1,1,1,0,1,0,4,0
2506,太設,0.99,0.05,41.23,1.83,9.84,8.09,0,1,1,0,1,0,3,0
2511,太子,4.61,0.72,25,4.58,11.8,29.95,0,1,1,0,1,1,4,0
2514,龍邦,9.03,1.97,32.1,1.6,16.9,32.51,0,1,1,0,1,1,4,0
2515,中工,3.98,0.55,7.97,2.94,9.18,11.68,0,1,0,0,1,1,3,0
2516,新建,-8.91,-0.92,-2.15,4.85,5.15,8.77,0,0,0,0,1,0,1,-1
2520,冠德,13.23,3.52,27.2,5.86,26.95,19.12,1,1,1,1,1,1,6,1
2524,京城,9.38,3.33,38.28,2,37.05,13.73,0,1,1,0,1,1,4,0
2527,宏璟,7.3,2.45,37.7,7.56,21.7,25.44,0,1,1,1,1,1,5,1
2528,皇普,-2.7,-0.24,25.89,0.99,19.25,67.16,0,0,1,0,1,1,3,0
2530,華建,-1.71,-0.22,48.64,3.79,15.55,3.49,0,0,1,0,1,0,2,-1
2534,宏盛,13.42,2.65,42.76,4.41,25.85,6.75,1,1,1,0,1,0,4,0
2535,達欣工,11.13,2.84,10.93,6.02,31.9,15.88,1,1,0,1,1,1,5,1
2536,宏普,4.09,1.45,27.4,6.03,23.2,37.18,0,1,1,1,1,1,5,1
2537,聯上發,1.44,0.2,19.87,8.6,7.91,22.83,0,1,0,1,1,1,4,0
2538,基泰,-1.26,-0.22,52.92,4.07,14.25,6.14,0,0,1,0,1,0,2,-1
2539,櫻花建,13.68,1.92,29.76,1.95,31.8,19.84,1,1,1,0,1,1,5,1
2542,興富發,14.22,3.78,28.68,5.17,48.35,4.26,1,1,1,1,1,0,5,1
2543,皇昌,-0.29,-0.06,0.65,1.28,9.36,50.41,0,0,0,0,1,1,2,-1
2545,皇翔,9.43,3.22,38.8,7.04,43.45,45.04,0,1,1,1,1,1,5,1
2546,根基,17.79,4.66,7.57,5.67,50.6,31.08,1,1,0,1,1,1,5,1
2547,日勝生,6.74,0.83,33.97,6.44,10.1,13.27,0,1,1,1,1,1,5,1
2548,華固,14.37,8.59,29.98,6.96,92.5,15.49,1,1,1,1,0,1,5,1
2597,潤弘,16.21,5.98,14.19,6.09,89.2,47.57,1,1,0,1,0,1,4,0
2601,益航,3.63,0.62,66.18,3.29,9.11,11.39,0,1,1,0,1,1,4,0
2605,新興,2.43,0.52,21.12,2.38,20.15,4.85,0,1,1,0,1,0,3,0
2606,裕民,8.2,2.38,17.09,4.92,37,40.63,0,1,0,0,1,1,3,0
2607,榮運,3.79,0.81,15.1,1.23,27.75,48.83,0,1,0,0,1,1,3,0
2609,陽明,24.39,9.84,18.03,6.27,67.8,32.23,1,1,0,1,1,1,5,1
2610,華航,3.9,0.44,11.95,1.92,21.9,39.83,0,1,0,0,1,1,3,0
2611,志信,1.16,0.25,20.81,2.45,15.1,24.16,0,1,1,0,1,1,4,0
2612,中航,4.6,2.34,20.81,4.11,35,22.02,0,1,1,0,1,1,4,0
2613,中櫃,2.6,0.64,11.68,2.14,24.8,35.35,0,1,0,0,1,1,3,0
2614,東森,16.47,1.68,28.14,3.86,22.3,5.56,1,1,1,0,1,0,4,0
2615,萬海,31.73,10.14,21.93,3.62,74.1,3.04,1,1,1,0,1,0,4,0
2616,山隆,8.94,2.79,9.02,6.23,34.05,24.98,0,1,0,1,1,1,4,0
2617,台航,7.03,1.85,25.83,4.41,25.85,43.43,0,1,1,0,1,1,4,0
2618,長榮航,6.23,0.87,13.21,1.06,33.15,27.3,0,1,0,0,1,1,3,0
2630,亞航,3.81,0.5,9.66,3.19,16.95,75.95,0,1,0,0,1,1,3,0
2634,漢翔,9.76,1.42,10.91,2.33,36,36.35,0,1,0,0,1,1,3,0
2637,慧洋-KY,8.61,3.64,26.01,4.14,52.7,27.68,0,1,1,0,1,1,4,0
2642,宅配通,8.5,1.67,16.43,2.58,52.3,45.9,0,1,0,0,1,1,3,0
2701,萬企,3.79,0.62,58.36,2.38,12.2,19.96,0,1,1,0,1,1,4,0
2702,華園,18.21,3.22,77.36,1.29,24.85,19.47,1,1,1,0,1,1,5,1
2704,國賓,2.34,0.63,32.86,1.8,32.3,21.18,0,1,1,0,1,1,4,0
2705,六福,-26.89,-2.66,17.77,0.25,16.2,13.76,0,0,0,0,1,1,2,-1
2706,第一店,4.03,0.71,73.7,2.04,14.2,19.81,0,1,1,0,1,1,4,0
2707,晶華,33.93,10.4,31.2,4.36,173.5,10.49,1,1,1,0,0,1,4,0
2722,夏都,2.75,0.48,41.52,0.91,33,58,0,1,1,0,1,1,4,0
2727,王品,6.3,3.7,45.77,3.67,121,8.09,0,1,1,0,0,0,2,-1
2731,雄獅,-1.4,0.19,13.34,4.24,92.5,20.71,0,1,0,0,0,1,2,-1
2739,寒舍,-12.85,-1.28,28.6,5.63,26.65,40.94,0,0,1,1,1,1,4,0
2748,雲品,11.58,2.11,27.79,3.59,44.55,68.59,1,1,1,0,1,1,5,1
2816,旺旺保,13.43,3.1,33.27,5.38,16,20.88,1,1,1,1,1,1,6,1
2832,台產,7.24,1.75,36.01,4.79,20.25,26.58,0,1,1,0,1,1,4,0
2850,新產,15.04,5.43,33.19,3.99,57.2,6.35,1,1,1,0,1,0,4,0
2851,中再保,11.59,2.44,12.88,5.63,20.95,56.89,1,1,0,1,1,1,5,1
2867,三商壽,6.09,0.98,3.64,0.89,6.76,38.49,0,1,0,0,1,1,3,0
2901,欣欣,2.7,0.32,85.71,1.2,24.15,57.82,0,1,1,0,1,1,4,0
2904,匯僑,11.82,1.68,41.99,7.2,19.85,38.52,1,1,1,1,1,1,6,1
2906,高林,3.87,0.25,24.05,2.1,17.15,31.24,0,1,1,0,1,1,4,0
2908,特力,8.44,1.16,26.39,5.24,21.2,13.08,0,1,1,1,1,1,5,1
2910,統領,4.15,0.55,65.7,1.89,30.75,19.15,0,1,1,0,1,1,4,0
2911,麗嬰房,-5.97,-0.65,44.02,11.47,6.8,18.1,0,0,1,1,1,1,4,0
2912,統一超,33.5,13.63,33.89,4.3,283,45.9,1,1,1,0,0,1,4,0
2913,農林,-0.96,-0.17,38.11,2.36,20.35,34.81,0,0,1,0,1,1,3,0
2915,潤泰全,28.83,16.51,48.49,7.83,54.9,10.17,1,1,1,1,1,1,6,1
2923,鼎固-KY,4.62,1.42,53.56,5.07,22.5,58.5,0,1,1,1,1,1,5,1
2929,淘帝-KY,-1.56,1.7,12.22,29.47,11.4,0,0,1,0,1,1,0,3,0
2939,凱羿-KY,21.49,6.62,25.23,24.74,33.3,8.08,1,1,1,1,1,0,5,1
2945,三商家購,15.59,2.64,24.63,3.85,45.45,80.32,1,1,1,0,1,1,5,1
3002,歐格,2.31,0.33,26.51,2.63,12.55,25.98,0,1,1,0,1,1,4,0
3003,健和興,10.89,3.26,33.66,2.03,76.8,7.41,1,1,1,0,1,0,4,0
3005,神基,16.25,4.5,27.55,6.65,46.6,34.13,1,1,1,1,1,1,6,1
3006,晶豪科,18.33,5.8,21.41,4.15,71.1,5.29,1,1,1,0,1,0,4,0
3010,華立,14.31,7.62,8.27,4.62,90.9,13.47,1,1,0,0,0,1,3,0
3011,今皓,-4.24,-0.44,10.39,0.25,15.9,10.44,0,0,0,0,1,1,2,-1
3014,聯陽,18.03,5.19,51.95,7.14,65.8,10.46,1,1,1,1,1,1,6,1
3015,全漢,3.94,2.06,11.95,5.43,39.05,23.57,0,1,0,1,1,1,4,0
3016,嘉晶,5.37,0.76,11.54,0.76,84.5,62.43,0,1,0,0,0,1,2,-1
3017,奇鋐,15.19,4.17,13.88,1.99,107.5,17.38,1,1,0,0,0,1,3,0
3018,同開,-27.45,-1.85,4.48,2.55,10.2,5.71,0,0,0,0,1,0,1,-1
3019,亞光,8.08,3.25,19.45,3.34,63.5,6.98,0,1,0,0,1,0,2,-1
3022,威強電,11.5,3.81,33.82,2.1,76.2,14.92,1,1,1,0,1,1,5,1
3023,信邦,22.57,7.65,25.31,1.94,279,8.49,1,1,1,0,0,0,3,0
3024,憶聲,3.63,0.35,22,1.52,13.8,12.9,0,1,1,0,1,1,4,0
3025,星通,4.35,0.5,48.73,2.44,19.7,13.52,0,1,1,0,1,1,4,0
3026,禾伸堂,15.16,9.54,23.48,8.44,90.8,8.99,1,1,1,1,0,0,4,0
3027,盛達,-0.13,-0.04,32.99,0.63,23.9,19.49,0,0,1,0,1,1,3,0
3028,增你強,10.17,2.26,5.46,6.83,28.85,12.21,1,1,0,1,1,1,5,1
3029,零壹,13.96,2.86,10.17,5.42,42.05,7.05,1,1,0,1,1,0,4,0
3030,德律,17.92,4.13,54.48,5.3,62.7,18.86,1,1,1,1,1,1,6,1
3031,佰鴻,6.22,1.03,25.01,4.83,16.55,31.68,0,1,1,0,1,1,4,0
3032,偉訓,11.6,3.04,16.76,7.76,29.4,30.28,1,1,0,1,1,1,5,1
3033,威健,12.77,2.19,5.99,5.53,26.2,10.83,1,1,0,1,1,1,5,1
3034,聯詠,33.45,23.02,35.32,7.22,259,4.49,1,1,1,1,0,0,4,0
3035,智原,10,2.32,50.67,1.01,175.5,14.06,1,1,1,0,0,1,4,0
3036,文曄,12.94,5.96,3.68,4.89,62,23.2,1,1,0,0,1,1,4,0
3037,欣興,9.12,3.28,14.18,1.03,139.5,14.31,0,1,0,0,0,1,2,-1
3038,全台,9.2,1.19,18.32,4.14,21.75,18.3,0,1,0,0,1,1,3,0
3040,遠見,17.21,4.41,60.89,13.33,30.3,26.3,1,1,1,1,1,1,6,1
3041,揚智,-9.71,-1.52,30.64,8.2,23.05,1.08,0,0,1,1,1,0,3,0
3042,晶技,13.66,4.41,27.64,4.36,84,6.58,1,1,1,0,0,0,3,0
3043,科風,-36.34,-0.01,21.16,3.08,7.14,0.73,0,0,1,0,1,0,2,-1
3044,健鼎,16.29,10.4,19.32,6.62,99,4.92,1,1,0,1,0,0,3,0
3045,台灣大,19.54,4.53,25.92,4.95,99,5.86,1,1,1,0,0,0,3,0
3046,建碁,-6.52,-0.95,24.68,0.19,32.35,85.13,0,0,1,0,1,1,3,0
3047,訊舟,2.28,-0.11,24.83,2.25,18.2,5.9,0,0,1,0,1,0,2,-1
3048,益登,15.45,2.43,3.05,5.68,28.15,21.15,1,1,0,1,1,1,5,1
3049,和鑫,5.92,0.69,25.05,2.11,10.45,8.12,0,1,1,0,1,0,3,0
3050,鈺德,4.88,0.74,34.66,3.28,15.85,22.26,0,1,1,0,1,1,4,0
3051,力特,3.54,0.66,21.35,0,19,13.74,0,1,1,0,1,1,4,0
3052,夆典,4.47,0.66,5.43,4.93,10.35,7.75,0,1,0,0,1,0,2,-1
3054,立萬利,1.85,0.22,0.01,3.71,18.85,53.59,0,1,0,0,1,1,3,0
3055,蔚華科,-2.11,-0.56,17.86,2.05,25.4,31.89,0,0,0,0,1,1,2,-1
3056,總太,13.02,2.97,27.77,7.53,32.95,14.81,1,1,1,1,1,1,6,1
3057,喬鼎,-16.07,-1.37,33.5,8.24,12.25,11.58,0,0,1,1,1,1,4,0
3058,立德,-6.87,-0.81,11.54,2.8,10.35,5.74,0,0,0,0,1,0,1,-1
3060,銘異,-4.96,-1.04,7.67,9.5,19.15,6.28,0,0,0,1,1,0,2,-1
3062,建漢,1.46,0.25,6.43,0.79,28,3.05,0,1,0,0,1,0,2,-1
3090,日電貿,20.5,4.67,19.47,7.78,50.4,6.87,1,1,0,1,1,0,4,0
3092,鴻碩,14.6,3.24,23.93,6.62,43.5,8.89,1,1,1,1,1,0,5,1
3094,聯傑,4.19,0.57,67.91,3.02,28.5,10.39,0,1,1,0,1,1,4,0
3130,一零四,19.94,9.14,89.83,4.66,196,14.71,1,1,1,0,0,1,4,0
3138,耀登,12.01,2.49,42.62,1.01,136.5,13.32,1,1,1,0,0,1,4,0
3149,正達,-7.51,-0.57,-0.35,3.27,18.35,9.6,0,0,0,0,1,0,1,-1
3164,景岳,5.87,0.99,65.79,3.45,26.7,13.6,0,1,1,0,1,1,4,0
3167,大量,19.05,4.54,27.97,6.23,48.15,14.12,1,1,1,1,1,1,6,1
3189,景碩,2.7,1.43,20.94,1.7,111.5,25.48,0,1,1,0,0,1,3,0
3209,全科,13.16,2.28,4.32,3.72,37.05,7.82,1,1,0,0,1,0,3,0
3229,晟鈦,-21.32,-1.31,9.35,0.62,25.6,75.72,0,0,0,0,1,1,2,-1
3231,緯創,12.27,2.5,4.84,6.69,27.2,2.76,1,1,0,1,1,0,4,0
3257,虹冠電,11.4,2.47,46.74,6.51,45.95,39.35,1,1,1,1,1,1,6,1
3266,昇陽,1.55,0.33,18.23,6.05,11.9,13.01,0,1,0,1,1,1,4,0
3296,勝德,-0.38,-0.02,14.89,3.09,18.15,11.9,0,0,0,0,1,1,2,-1
3305,昇貿,5.68,1.8,12.66,2.84,48.9,11.04,0,1,0,0,1,1,3,0
3308,聯德,-9.7,-0.87,4.96,0.99,14.2,29.55,0,0,0,0,1,1,2,-1
3311,閎暉,-3.42,-1.21,13.3,3.85,35.05,47.2,0,0,0,0,1,1,2,-1
3312,弘憶股,9.12,1.04,4.92,3.42,18.7,24.05,0,1,0,0,1,1,3,0
3321,同泰,-29.18,-2.72,4.51,6.67,10.2,16.71,0,0,0,1,1,1,3,0
3338,泰碩,11.82,2.08,20.95,3.58,38.5,20,1,1,1,0,1,1,5,1
3346,麗清,7.92,1.64,17.02,3.77,41.1,10.42,0,1,0,0,1,1,3,0
3356,奇偶,2.52,0.55,40.29,8.95,28.15,18.72,0,1,1,1,1,1,5,1
3376,新日興,8.93,6.63,23.49,5.05,88.9,9.13,0,1,1,1,0,0,3,0
3380,明泰,3.42,0.67,15.44,2.52,33.75,66.97,0,1,0,0,1,1,3,0
3383,新世紀,-52.08,-2.39,-19.94,0,1.39,8.23,0,0,0,0,1,0,1,-1
3406,玉晶光,16.98,18.52,41.07,1.55,439,9.96,1,1,1,0,0,0,3,0
3413,京鼎,25.3,13.49,24.53,3.22,202.5,7.99,1,1,1,0,0,0,3,0
3416,融程電,11.26,3.39,35.04,4.23,78.5,44.72,1,1,1,0,1,1,5,1
3419,譁裕,-0.73,-0.08,19.58,1.1,18.1,10.09,0,0,0,0,1,1,2,-1
3432,台端,5.34,1.18,34.76,1.7,21.75,18.35,0,1,1,0,1,1,4,0
3437,榮創,-3.59,-0.72,9.77,4.64,19.2,2.96,0,0,0,0,1,0,1,-1
3443,創意,21.9,7.14,30.69,0.96,562,34.84,1,1,1,0,0,1,4,0
3450,聯鈞,14.13,3.12,24.49,4.62,44.2,8.08,1,1,1,0,1,0,4,0
3454,晶睿,8.86,3.49,32.71,1.94,128,59.01,0,1,1,0,0,1,3,0
3481,群創,6.14,1.57,13.33,3.98,12.05,0.04,0,1,0,0,1,0,2,-1
3494,誠研,-24.66,-1.87,5.05,4.57,13.35,6.74,0,0,0,0,1,0,1,-1
3501,維熹,8.78,4.27,25.36,6.35,44.7,21.25,0,1,1,1,1,1,5,1
3504,揚明光,-1.04,-0.31,19.01,1.26,103,34.05,0,0,0,0,0,1,1,-1
3515,華擎,16.14,8.97,22.27,7.25,91,46.55,1,1,1,1,0,1,5,1
3518,柏騰,-8.67,-2.01,18.44,4.23,26,8.42,0,0,0,0,1,0,1,-1
3528,安馳,13.73,3.16,12.42,5.49,51,59.73,1,1,0,1,1,1,5,1
3530,晶相光,16.59,4.09,25.42,2.96,83.2,22.63,1,1,1,0,0,1,4,0
3532,台勝科,11.96,4.96,27.69,2.22,171,74.63,1,1,1,0,0,1,4,0
3533,嘉澤,18.48,21.46,36.27,1.44,750,9.23,1,1,1,0,0,0,3,0
3536,誠創,-35.53,-1.17,6.74,0,5.28,23.73,0,0,0,0,1,1,2,-1
3543,州巧,-0.32,-0.07,13.57,4.24,20.3,19.07,0,0,0,0,1,1,2,-1
3545,敦泰,7.9,4.93,26.43,5.89,69.9,6.53,0,1,1,1,1,0,4,0
3550,聯穎,4.7,1.06,18.67,5.07,15,12.37,0,1,0,1,1,1,4,0
3557,嘉威,15.3,3.61,-10.46,4.31,56.1,8.4,1,1,0,0,1,0,3,0
3563,牧德,41.34,18.97,64.62,4.79,142,10.19,1,1,1,0,0,1,4,0
3576,聯合再生,-19.85,-1.97,-6.51,4.56,22.35,12.3,0,0,0,0,1,1,2,-1
3583,辛耘,14.02,4.45,36.77,2.8,77.6,14.02,1,1,1,0,1,1,5,1
3588,通嘉,6.58,1.88,35.69,2.12,58,7.68,0,1,1,0,1,0,3,0
3591,艾笛森,-1.75,-0.46,18.19,1.61,16.1,8.62,0,0,0,0,1,0,1,-1
3592,瑞鼎,24.34,20.67,27.89,6.28,242,16.29,1,1,1,1,0,1,5,1
3593,力銘,-10.66,-0.79,9.22,5.28,14.4,55.29,0,0,0,1,1,1,3,0
3596,智易,11.5,6.33,13.57,4.11,114,18.82,1,1,0,0,0,1,3,0
3605,宏致,5.93,2.3,21.67,2.28,35.45,15.31,0,1,1,0,1,1,4,0
3607,谷崧,-13.63,-4.07,0.96,9.13,13.8,10.2,0,0,0,1,1,1,3,0
3617,碩天,9.64,5.08,40.63,4.18,105.5,18.63,0,1,1,0,0,1,3,0
3622,洋華,3.27,0.94,16.44,2.73,27.85,33.68,0,1,0,0,1,1,3,0
3645,達邁,11.14,2.29,32.73,3.29,37.65,15.45,1,1,1,0,1,1,5,1
3653,健策,11.97,6.08,28.25,1.17,385,28.48,1,1,1,0,0,1,4,0
3661,世芯-KY,15.78,10.29,33.91,0.54,896,3.02,1,1,1,0,0,0,3,0
3665,貿聯-KY,16.11,13.46,23.75,2.69,303,3.13,1,1,1,0,0,0,3,0
3673,TPK-KY,2.97,2.57,4.42,6.18,35.45,19.51,0,1,0,1,1,1,4,0
3679,新至陞,10.93,7.11,25.23,7.55,85,28.09,1,1,1,1,0,1,5,1
3682,亞太電,-14.84,-1.27,4.54,3.39,6.79,9.61,0,0,0,0,1,0,1,-1
3686,達能,-29.97,-2.1,-49.39,1.52,13.15,3.4,0,0,0,0,1,0,1,-1
3694,海華,4.35,0.55,11.12,3.02,19.9,48.28,0,1,0,0,1,1,3,0
3701,大眾控,5.73,0.58,12.75,0,47.7,22.27,0,1,0,0,1,1,3,0
3702,大聯大,13.8,4.71,4.07,5.39,52.3,7.04,1,1,0,1,1,0,4,0
3703,欣陸,5.06,1.51,12.96,3.09,33,32.77,0,1,0,0,1,1,3,0
3704,合勤控,1.97,0.39,22.37,1.29,28.65,26.06,0,1,1,0,1,1,4,0
3705,永信,10.85,2.62,45.26,4.93,41,15.64,1,1,1,0,1,1,5,1
3706,神達,11.14,4.39,12.65,4.84,28.1,17.13,1,1,0,0,1,1,4,0
3708,上緯投控,11.49,6.3,17.82,3.51,90.7,12.38,1,1,0,0,0,1,3,0
4104,佳醫,6.93,3.81,19.67,4.89,65.9,11.53,0,1,0,0,1,1,3,0
4106,雃博,5.58,1.12,42.17,2.22,27,33.7,0,1,1,0,1,1,4,0
4108,懷特,-8.82,-0.87,51.72,0,20.6,17.86,0,0,1,0,1,1,3,0
4119,旭富,10.06,4.07,36.04,3.92,86,32.31,1,1,1,0,0,1,4,0
