代碼,股票,ROE_5Y,EPS_5Y,毛利率_5Y,現金股利,成交價,董監持股,現金殖利率,ROE_5YF,EPS_5YF,毛利率_5YF,現金殖利率_F,股價_F,董監持股_F,Sum,判斷
1101,台泥,10.26,3.37,25.68,2.34,34.25,8.38,6.83,1,1,1,1,1,0,5,1
1102,亞泥,8.44,3.36,22.76,2.77,40.0,27.37,6.93,1,1,1,1,1,1,6,1
1103,嘉泥,4.67,1.46,6.77,0.91,17.05,17.15,5.34,0,1,0,1,1,1,4,1
1104,環泥,7.57,2.02,13.3,1.04,20.45,24.16,5.09,1,1,0,1,1,1,5,1
1108,幸福,1.89,0.23,8.91,0.58,10.35,3.95,5.6,0,1,0,1,1,0,3,0
1109,信大,12.95,1.98,27.76,1.0,15.65,36.26,6.39,1,1,1,1,1,1,6,1
1110,東泥,0.89,0.1,3.24,0.12,17.65,34.67,0.68,0,1,0,0,1,1,3,0
1203,味王,12.19,1.84,31.49,1.1,31.8,28.84,3.46,1,1,1,0,1,1,5,1
1210,大成,13.0,3.19,14.12,1.98,44.75,12.98,4.42,1,1,0,0,1,1,4,1
1213,大飲,-4.72,-0.5,7.92,0.0,7.3,12.91,0.0,0,0,0,0,1,1,2,0
1215,卜蜂,19.9,5.05,15.18,3.5,78.6,10.0,4.45,1,1,0,0,1,1,4,1
1216,統一,19.81,3.96,33.79,3.18,65.7,10.05,4.84,1,1,1,0,1,1,5,1
1217,愛之味,2.02,0.23,31.9,0.06,9.4,10.24,0.64,0,1,1,0,1,1,4,1
1218,泰山,8.55,1.04,18.17,0.9,34.85,35.9,2.58,1,1,0,0,1,1,4,1
1219,福壽,3.5,0.69,8.64,0.58,19.45,6.9,2.98,0,1,0,0,1,0,2,0
1220,台榮,5.9,0.73,13.58,0.69,14.4,21.73,4.79,1,1,0,0,1,1,4,1
1225,福懋油,10.58,1.47,9.72,1.34,0.0,22.84,0.0,1,1,0,0,1,1,4,1
1227,佳格,18.51,3.18,29.28,2.31,38.4,3.2,6.02,1,1,1,1,1,0,5,1
1229,聯華,10.23,2.55,20.85,1.7,49.85,23.62,3.41,1,1,1,0,1,1,5,1
1231,聯華食,15.7,3.12,21.38,1.58,70.1,21.79,2.25,1,1,1,0,1,1,5,1
1233,天仁,9.69,1.62,57.2,1.47,33.2,11.07,4.43,1,1,1,0,1,1,5,1
1234,黑松,4.6,2.03,26.28,1.66,33.3,12.06,4.98,0,1,1,0,1,1,4,1
1235,興泰,5.08,2.29,37.2,0.61,62.6,11.62,0.97,1,1,1,0,1,1,5,1
1236,宏亞,1.18,0.2,27.23,0.32,21.6,24.47,1.48,0,1,1,0,1,1,4,1
1256,鮮活果汁-KY,27.37,14.38,35.85,8.48,230.0,0.0,3.69,1,1,1,0,0,0,3,0
1301,台塑,11.75,6.15,15.39,5.3,85.1,14.93,6.23,1,1,0,1,0,1,4,1
1303,南亞,11.39,5.17,13.36,4.44,67.0,18.26,6.63,1,1,0,1,1,1,5,1
1304,台聚,8.12,1.23,13.54,0.86,20.55,24.42,4.18,1,1,0,0,1,1,4,1
1305,華夏,16.15,2.46,18.99,1.56,20.65,33.13,7.55,1,1,0,1,1,1,5,1
1307,三芳,7.26,1.56,24.88,0.8,21.1,9.47,3.79,1,1,1,0,1,0,4,1
1308,亞聚,6.86,1.26,12.72,1.06,27.9,38.36,3.8,1,1,0,0,1,1,4,1
1309,台達化,13.65,1.86,9.0,0.94,20.65,39.37,4.55,1,1,0,0,1,1,4,1
1310,台苯,12.62,1.84,11.04,1.05,13.1,4.54,8.02,1,1,0,1,1,0,4,1
1312,國喬,12.88,3.27,16.29,0.98,18.0,5.38,5.44,1,1,0,1,1,0,4,1
1313,聯成,6.03,1.02,6.4,0.68,12.65,0.0,5.38,1,1,0,1,1,0,4,1
1314,中石化,3.46,0.83,6.98,0.69,9.63,6.91,7.17,0,1,0,1,1,0,3,0
1315,達新,14.2,7.86,17.05,3.0,67.7,17.13,4.43,1,1,0,0,1,1,4,1
1316,上曜,3.35,0.6,23.1,0.83,13.5,9.14,6.15,0,1,1,1,1,0,4,1
1319,東陽,8.94,3.21,23.44,1.44,47.95,18.4,3.0,1,1,1,0,1,1,5,1
1321,大洋,2.15,0.6,6.94,0.34,34.75,5.89,0.98,0,1,0,0,1,0,2,0
1323,永裕,15.73,3.11,24.61,1.58,33.05,13.1,4.78,1,1,1,0,1,1,5,1
1324,地球,2.92,0.39,17.36,0.28,10.55,8.06,2.65,0,1,0,0,1,0,2,0
1325,恆大,17.1,5.19,24.54,3.03,23.0,28.62,13.17,1,1,1,1,1,1,6,1
1326,台化,11.06,6.68,12.94,4.86,68.1,5.72,7.14,1,1,0,1,1,0,4,1
1337,再生-KY,-8.9,-2.42,-17.09,0.23,7.9,14.46,2.91,0,0,0,0,1,1,2,0
1338,廣華-KY,7.65,6.44,25.32,3.6,54.5,17.29,6.61,1,1,1,1,1,1,6,1
1339,昭輝,7.94,3.73,29.19,2.0,39.6,42.78,5.05,1,1,1,1,1,1,6,1
1340,勝悅-KY,3.32,1.97,5.47,0.94,10.1,0.0,9.31,0,1,0,1,1,0,3,0
1341,富林-KY,31.74,7.1,21.99,4.0,65.8,1.64,6.08,1,1,1,1,1,0,5,1
1402,遠東新,5.7,1.81,20.67,1.47,32.1,27.07,4.58,1,1,1,0,1,1,5,1
1409,新纖,5.82,1.1,0.0,0.88,16.8,5.84,5.24,1,1,0,1,1,0,4,1
1410,南染,7.65,1.25,37.48,1.18,41.85,17.35,2.82,1,1,1,0,1,1,5,1
1413,宏洲,4.3,0.31,2.86,0.0,10.55,43.25,0.0,0,1,0,0,1,1,3,0
1414,東和,1.42,0.2,6.08,0.3,17.35,0.0,1.73,0,1,0,0,1,0,2,0
1416,廣豐,4.16,0.92,-61.48,1.28,10.5,8.17,12.19,0,1,0,1,1,0,3,0
1417,嘉裕,-5.21,-0.59,19.19,0.37,10.3,11.6,3.59,0,0,0,0,1,1,2,0
1418,東華,-65.59,-4.21,-53.89,0.0,14.05,54.77,0.0,0,0,0,0,1,1,2,0
1419,新紡,5.61,1.62,25.02,1.52,38.6,0.0,3.94,1,1,1,0,1,0,4,1
1423,利華,3.55,0.65,-12.11,0.89,19.45,25.88,4.58,0,1,0,0,1,1,3,0
1432,大魯閣,-13.61,-1.17,83.05,0.8,12.35,11.03,6.48,0,0,1,1,1,1,4,1
1434,福懋,6.32,2.35,11.79,1.7,27.1,0.0,6.27,1,1,0,1,1,0,4,1
1435,中福,-0.42,-0.03,93.09,0.0,0.0,0.0,0.0,0,0,1,0,1,0,2,0
1436,華友聯,8.32,2.51,26.45,2.63,55.9,0.0,4.7,1,1,1,0,1,0,4,1
1437,勤益控,7.87,2.22,68.98,0.74,24.55,0.0,3.01,1,1,1,0,1,0,4,1
1438,三地開發,0.39,0.02,-112.02,0.0,31.9,0.0,0.0,0,1,0,0,1,0,2,0
1439,中和,5.79,1.45,2.33,1.34,19.35,10.38,6.93,1,1,0,1,1,1,5,1
1440,南紡,2.63,0.42,9.84,0.42,16.65,15.82,2.52,0,1,0,0,1,1,3,0
1441,大東,-8.03,-0.01,-2.72,0.24,7.93,37.16,3.03,0,0,0,0,1,1,2,0
1442,名軒,5.33,1.01,20.45,1.1,28.45,4.23,3.87,1,1,1,0,1,0,4,1
1443,立益,-38.29,-1.16,13.44,0.0,19.9,18.36,0.0,0,0,0,0,1,1,2,0
1444,力麗,-0.2,0.04,6.57,0.44,10.55,19.56,4.17,0,1,0,0,1,1,3,0
1445,大宇,-0.66,-0.07,5.64,0.22,16.3,27.82,1.35,0,0,0,0,1,1,2,0
1446,宏和,-0.18,-0.02,19.13,0.3,31.8,9.41,0.94,0,0,0,0,1,0,1,0
1447,力鵬,-1.41,-0.18,3.24,0.04,8.43,22.04,0.47,0,0,0,0,1,1,2,0
1449,佳和,-11.84,-0.82,6.34,0.0,13.35,6.82,0.0,0,0,0,0,1,0,1,0
1451,年興,1.84,0.46,7.43,1.32,23.3,18.57,5.67,0,1,0,1,1,1,4,1
1452,宏益,7.16,1.33,14.89,1.34,17.3,0.0,7.75,1,1,0,1,1,0,4,1
1453,大將,4.59,0.6,-16.97,0.0,16.3,17.85,0.0,0,1,0,0,1,1,3,0
1454,台富,1.08,0.13,8.07,0.27,12.3,8.24,2.2,0,1,0,0,1,0,2,0
1455,集盛,0.8,0.1,2.96,0.4,9.78,22.06,4.09,0,1,0,0,1,1,3,0
1456,怡華,3.25,0.41,17.63,0.3,16.15,47.63,1.86,0,1,0,0,1,1,3,0
1457,宜進,7.33,1.76,10.15,0.7,18.05,0.0,3.88,1,1,0,0,1,0,3,0
1459,聯發,-5.95,-0.62,-0.21,0.28,8.52,14.96,3.29,0,0,0,0,1,1,2,0
1460,宏遠,-1.74,-0.1,16.6,0.38,7.92,0.0,4.8,0,0,0,0,1,0,1,0
1463,強盛,15.48,2.02,33.5,1.14,13.95,13.58,8.17,1,1,1,1,1,1,6,1
1464,得力,5.86,0.87,17.38,1.15,14.6,8.68,7.88,1,1,0,1,1,0,4,1
1465,偉全,10.16,0.76,11.09,0.56,13.35,16.74,4.19,1,1,0,0,1,1,4,1
1466,聚隆,-3.12,-0.48,6.58,0.79,11.25,20.06,7.02,0,0,0,1,1,1,3,0
1467,南緯,-2.46,-0.12,19.59,0.4,11.65,46.04,3.43,0,0,0,0,1,1,2,0
1468,昶和,-0.26,-0.01,12.89,0.0,12.3,0.0,0.0,0,0,0,0,1,0,1,0
1470,大統新創,5.21,0.58,22.1,0.58,19.25,21.54,3.01,1,1,1,0,1,1,5,1
1471,首利,-14.63,-1.22,-2.71,0.0,7.54,13.19,0.0,0,0,0,0,1,1,2,0
1472,三洋實業,-23.21,-1.84,3.85,0.0,22.0,12.17,0.0,0,0,0,0,1,1,2,0
1473,台南,-0.15,0.16,13.38,0.36,19.35,21.29,1.86,0,1,0,0,1,1,3,0
1474,弘裕,5.01,0.78,12.44,0.48,11.85,13.55,4.05,1,1,0,0,1,1,4,1
1475,業旺,-27.24,-3.86,-24.06,0.0,54.6,0.0,0.0,0,0,0,0,1,0,1,0
1476,儒鴻,24.44,14.39,28.44,10.9,404.0,16.19,2.7,1,1,1,0,0,1,4,1
1477,聚陽,18.53,7.76,20.4,7.12,197.5,9.86,3.61,1,1,1,0,0,0,3,0
1503,士電,6.44,2.76,18.94,1.56,56.2,26.69,2.78,1,1,0,0,1,1,4,1
1504,東元,6.3,1.67,24.35,1.05,27.95,8.06,3.76,1,1,1,0,1,0,4,1
1506,正道,-17.1,-1.12,9.8,0.0,16.4,32.81,0.0,0,0,0,0,1,1,2,0
1512,瑞利,-49.47,-1.48,6.12,0.2,3.3,20.81,6.06,0,0,0,1,1,1,3,0
1513,中興電,9.14,1.78,16.94,1.64,57.1,9.97,2.87,1,1,0,0,1,0,3,0
1514,亞力,7.05,1.03,15.54,0.67,27.55,12.64,2.43,1,1,0,0,1,1,4,1
1515,力山,19.35,3.16,20.79,2.56,29.65,11.91,8.63,1,1,1,1,1,1,6,1
1516,川飛,5.47,0.62,3.6,0.4,23.75,13.82,1.68,1,1,0,0,1,1,4,1
1517,利奇,1.65,0.22,12.26,0.36,23.6,10.6,1.53,0,1,0,0,1,1,3,0
1519,華城,7.68,0.97,14.48,0.8,41.2,19.04,1.94,1,1,0,0,1,1,4,1
1521,大億,19.7,4.82,16.21,2.98,34.8,32.55,8.56,1,1,0,1,1,1,5,1
1522,堤維西,9.86,2.07,22.1,1.08,27.4,8.34,3.94,1,1,1,0,1,0,4,1
1524,耿鼎,7.16,0.86,20.03,0.37,25.3,25.14,1.46,1,1,1,0,1,1,5,1
1525,江申,11.17,5.82,9.47,2.1,58.2,76.83,3.61,1,1,0,0,1,1,4,1
1526,日馳,14.7,2.3,25.36,1.44,49.6,28.0,2.9,1,1,1,0,1,1,5,1
1527,鑽全,17.55,4.59,28.79,2.27,40.5,14.44,5.6,1,1,1,1,1,1,6,1
1528,恩德,-1.25,-0.13,28.16,0.2,9.78,10.03,2.04,0,0,1,0,1,1,3,0
1529,樂士,2.4,0.37,12.87,0.28,19.75,22.86,1.42,0,1,0,0,1,1,3,0
1530,亞崴,8.85,2.37,18.89,1.75,29.4,59.09,5.95,1,1,0,1,1,1,5,1
1531,高林股,1.89,0.4,19.32,0.48,13.8,23.56,3.48,0,1,0,0,1,1,3,0
1532,勤美,7.76,2.35,25.96,1.65,30.75,19.99,5.37,1,1,1,1,1,1,6,1
1533,車王電,4.31,1.52,33.89,0.42,53.1,33.32,0.79,0,1,1,0,1,1,4,1
1535,中宇,5.5,1.39,7.07,1.5,41.9,60.46,3.58,1,1,0,0,1,1,4,1
1536,和大,16.51,3.62,30.56,2.34,87.3,12.09,2.68,1,1,1,0,0,1,4,1
1537,廣隆,24.91,11.49,23.09,9.3,141.0,16.88,6.6,1,1,1,1,0,1,5,1
1538,正峰,-29.08,-1.62,14.71,0.0,6.65,0.0,0.0,0,0,0,0,1,0,1,0
1539,巨庭,11.2,2.0,11.5,1.12,29.65,14.95,3.78,1,1,0,0,1,1,4,1
1540,喬福,4.47,0.75,24.72,0.78,16.0,20.89,4.88,0,1,1,0,1,1,4,1
1541,錩泰,19.52,3.21,17.96,2.26,31.75,31.97,7.12,1,1,0,1,1,1,5,1
1558,伸興,16.57,12.58,26.3,9.26,115.0,10.46,8.05,1,1,1,1,0,1,5,1
1560,中砂,14.48,4.27,30.33,3.08,118.0,14.89,2.61,1,1,1,0,0,1,4,1
1568,倉佑,6.6,0.99,13.51,0.51,24.05,18.91,2.12,1,1,0,0,1,1,4,1
1582,信錦,15.95,6.56,24.54,5.26,62.7,12.79,8.39,1,1,1,1,1,1,6,1
1583,程泰,8.86,3.58,23.48,2.8,62.2,42.17,4.5,1,1,1,0,1,1,5,1
1587,吉茂,4.88,0.95,23.27,0.71,23.0,28.48,3.09,0,1,1,0,1,1,4,1
1589,永冠-KY,3.49,2.93,21.56,1.48,61.9,11.11,2.39,0,1,1,0,1,1,4,1
1590,亞德客-KY,20.06,16.77,49.52,7.88,745.0,4.05,1.06,1,1,1,0,0,0,3,0
1597,直得,13.74,3.31,42.24,1.2,70.9,14.11,1.69,1,1,1,0,1,1,5,1
1598,岱宇,12.32,3.37,31.35,2.39,39.2,8.8,6.1,1,1,1,1,1,0,5,1
1603,華電,5.01,1.6,11.97,0.6,27.75,12.55,2.16,1,1,0,0,1,1,4,1
1604,聲寶,12.46,2.14,19.88,1.66,25.75,5.5,6.45,1,1,0,1,1,0,4,1
1605,華新,9.25,1.96,8.04,1.04,39.1,0.0,2.66,1,1,0,0,1,0,3,0
1608,華榮,2.92,0.49,3.75,0.86,12.85,33.58,6.69,0,1,0,1,1,1,4,1
1609,大亞,7.06,0.8,7.86,0.33,18.15,5.22,1.82,1,1,0,0,1,0,3,0
1611,中電,2.65,0.35,23.32,0.65,15.2,6.14,4.28,0,1,1,0,1,0,3,0
1612,宏泰,4.81,0.72,8.23,1.06,14.8,12.41,7.16,0,1,0,1,1,1,4,1
1614,三洋電,5.12,1.03,20.0,0.92,34.8,33.38,2.64,1,1,1,0,1,1,5,1
1615,大山,11.81,1.75,12.32,1.29,28.3,15.43,4.56,1,1,0,0,1,1,4,1
1616,億泰,-1.67,-0.14,5.13,0.0,7.69,10.44,0.0,0,0,0,0,1,1,2,0
1617,榮星,7.75,0.91,13.56,0.66,14.9,46.17,4.43,1,1,0,0,1,1,4,1
1618,合機,2.08,0.36,7.68,0.34,13.8,35.37,2.46,0,1,0,0,1,1,3,0
1626,艾美特-KY,4.77,1.08,18.33,1.01,17.9,26.18,5.64,0,1,0,1,1,1,4,1
1701,中化,6.65,1.3,34.29,0.82,21.3,17.61,3.85,1,1,1,0,1,1,5,1
1702,南僑,17.22,4.14,34.47,2.32,43.2,17.62,5.37,1,1,1,1,1,1,6,1
1707,葡萄王,29.93,9.68,82.78,6.44,135.0,20.07,4.77,1,1,1,0,0,1,4,1
1708,東鹼,6.99,1.84,25.71,1.04,42.9,11.89,2.42,1,1,1,0,1,1,5,1
1709,和益,7.28,1.13,16.36,1.08,22.5,18.65,4.8,1,1,0,0,1,1,4,1
1710,東聯,2.53,0.44,7.26,0.94,17.9,10.44,5.25,0,1,0,1,1,1,4,1
1711,永光,4.5,0.66,21.65,0.42,18.15,16.0,2.31,0,1,1,0,1,1,4,1
1712,興農,9.97,1.63,27.06,1.34,36.4,14.85,3.68,1,1,1,0,1,1,5,1
1713,國化,4.15,0.63,14.52,0.65,24.4,12.98,2.66,0,1,0,0,1,1,3,0
1714,和桐,6.12,0.54,11.43,0.31,8.95,10.01,3.46,1,1,0,0,1,1,4,1
1717,長興,9.99,1.86,19.91,1.16,0.0,0.0,0.0,1,1,0,0,1,0,3,0
1718,中纖,6.02,0.36,0.0,0.08,8.4,5.71,0.95,1,1,0,0,1,0,3,0
1720,生達,10.67,2.21,43.92,1.78,46.0,19.83,3.87,1,1,1,0,1,1,5,1
1721,三晃,7.53,0.79,10.23,0.28,14.55,9.36,1.92,1,1,0,0,1,0,3,0
1722,台肥,3.31,1.73,22.04,2.32,54.5,24.07,4.26,0,1,1,0,1,1,4,1
1723,中碳,16.44,4.92,24.91,4.34,106.0,34.0,4.09,1,1,1,0,0,1,4,1
1725,元禎,7.24,1.2,4.83,0.93,21.85,11.45,4.26,1,1,0,0,1,1,4,1
1726,永記,9.85,5.07,26.31,3.44,70.3,21.08,4.89,1,1,1,0,1,1,5,1
1727,中華化,2.17,0.33,12.57,0.5,27.7,24.88,1.81,0,1,0,0,1,1,3,0
1730,花仙子,19.09,4.4,44.67,3.28,55.3,22.95,5.93,1,1,1,1,1,1,6,1
1731,美吾華,5.95,0.79,53.53,0.77,18.1,35.35,4.25,1,1,1,0,1,1,5,1
1732,毛寶,2.3,0.25,42.88,0.47,28.8,18.27,1.63,0,1,1,0,1,1,4,1
1733,五鼎,4.63,0.79,25.58,1.17,25.45,10.03,4.6,0,1,1,0,1,1,4,1
1734,杏輝,-3.5,0.06,37.64,0.18,28.95,14.92,0.62,0,1,1,0,1,1,4,1
1735,日勝化,4.7,0.68,16.82,0.46,14.25,58.94,3.23,0,1,0,0,1,1,3,0
1736,喬山,7.37,2.12,47.27,0.79,76.4,62.94,1.03,1,1,1,0,1,1,5,1
1737,臺鹽,6.17,1.87,41.29,1.53,31.95,0.0,4.79,1,1,1,0,1,0,4,1
1752,南光,8.62,1.82,34.66,1.58,34.85,11.21,4.53,1,1,1,0,1,1,5,1
1760,寶齡富錦,10.2,1.47,55.44,1.46,148.5,0.0,0.98,1,1,1,0,0,0,3,0
1762,中化生,9.97,2.66,37.8,1.06,55.7,0.0,1.9,1,1,1,0,1,0,4,1
1773,勝一,19.84,5.94,27.08,3.66,113.5,45.85,3.22,1,1,1,0,0,1,4,1
1776,展宇,5.66,0.8,17.96,1.13,17.75,8.75,6.37,1,1,0,1,1,0,4,1
1783,和康生,4.39,0.53,43.04,0.47,40.55,37.87,1.16,0,1,1,0,1,1,4,1
1786,科妍,5.39,1.13,64.79,1.11,45.8,13.73,2.42,1,1,1,0,1,1,5,1
1789,神隆,3.93,0.52,43.21,0.44,24.8,64.4,1.77,0,1,1,0,1,1,4,1
1795,美時,4.53,1.38,48.46,0.54,168.0,0.0,0.32,0,1,1,0,0,0,2,0
1802,台玻,0.9,0.17,14.38,0.64,18.95,30.09,3.38,0,1,0,0,1,1,3,0
1805,寶徠,-9.84,-0.82,0.64,0.1,10.95,16.43,0.91,0,0,0,0,1,1,2,0
1806,冠軍,-4.65,-0.67,24.72,0.66,8.5,6.94,7.76,0,0,1,1,1,0,3,0
1808,潤隆,15.82,3.47,20.25,3.15,57.3,10.04,5.5,1,1,1,1,1,1,6,1
1809,中釉,-0.63,-0.01,19.72,0.21,12.05,14.19,1.74,0,0,0,0,1,1,2,0
1810,和成,1.71,0.29,25.16,0.22,10.3,8.37,2.14,0,1,1,0,1,0,3,0
1817,凱撒衛,14.24,3.2,31.96,2.06,35.25,15.21,5.84,1,1,1,1,1,1,6,1
1903,士紙,-5.87,-0.64,20.96,0.0,52.2,5.85,0.0,0,0,1,0,1,0,2,0
1904,正隆,10.58,2.26,21.02,1.34,26.7,12.32,5.02,1,1,1,1,1,1,6,1
1905,華紙,1.06,0.18,8.23,0.44,16.7,57.63,2.63,0,1,0,0,1,1,3,0
1906,寶隆,9.41,2.81,7.11,0.6,17.05,29.54,3.52,1,1,0,0,1,1,4,1
1907,永豐餘,5.63,1.29,17.44,0.98,24.8,5.79,3.95,1,1,0,0,1,0,3,0
1909,榮成,8.24,1.67,16.69,0.87,15.4,36.49,5.65,1,1,0,1,1,1,5,1
2002,中鋼,4.82,0.87,9.9,1.16,27.55,20.15,4.21,0,1,0,0,1,1,3,0
2006,東和鋼鐵,7.47,1.83,11.35,2.37,54.1,0.0,4.38,1,1,0,0,1,0,3,0
2007,燁興,-6.04,-0.57,0.81,0.04,10.05,73.56,0.4,0,0,0,0,1,1,2,0
2008,高興昌,-5.16,-0.65,-0.08,0.0,16.35,34.45,0.0,0,0,0,0,1,1,2,0
2009,第一銅,0.72,0.1,0.44,0.76,22.85,39.44,3.33,0,1,0,0,1,1,3,0
2010,春源,3.74,0.63,6.87,0.65,15.2,19.48,4.28,0,1,0,0,1,1,3,0
2012,春雨,9.56,1.18,16.59,0.92,22.5,27.94,4.09,1,1,0,0,1,1,4,1
2013,中鋼構,4.67,1.07,2.67,1.26,53.0,43.18,2.38,0,1,0,0,1,1,3,0
2014,中鴻,14.92,1.13,7.1,0.76,22.55,40.59,3.37,1,1,0,0,1,1,4,1
2015,豐興,13.55,4.15,13.69,3.8,60.7,0.0,6.26,1,1,0,1,1,0,4,1
2017,官田鋼,2.76,0.32,12.41,0.42,12.95,23.02,3.24,0,1,0,0,1,1,3,0
2020,美亞,12.51,1.63,12.32,1.87,24.05,0.0,7.78,1,1,0,1,1,0,4,1
2022,聚亨,-4.39,-0.49,6.64,0.0,8.02,5.67,0.0,0,0,0,0,1,0,1,0
2023,燁輝,1.86,0.41,8.45,0.28,14.15,4.15,1.98,0,1,0,0,1,0,2,0
2024,志聯,5.59,0.66,11.83,0.64,18.85,30.61,3.4,1,1,0,0,1,1,4,1
2025,千興,-18.23,-0.47,-6.05,0.0,4.53,13.81,0.0,0,0,0,0,1,1,2,0
2027,大成鋼,8.17,1.75,17.62,1.48,39.2,6.53,3.78,1,1,0,0,1,0,3,0
2028,威致,19.62,1.2,6.2,0.5,24.55,13.22,2.04,1,1,0,0,1,1,4,1
2029,盛餘,5.57,1.5,10.59,1.04,23.35,65.76,4.45,1,1,0,0,1,1,4,1
2030,彰源,9.64,1.27,11.37,1.0,23.65,24.03,4.23,1,1,0,0,1,1,4,1
2031,新光鋼,12.17,2.48,9.57,2.04,34.9,16.0,5.85,1,1,0,1,1,1,5,1
2032,新鋼,2.74,0.35,5.2,0.46,18.4,26.16,2.5,0,1,0,0,1,1,3,0
2033,佳大,2.83,0.34,12.82,0.24,13.2,14.29,1.82,0,1,0,0,1,1,3,0
2034,允強,9.37,1.75,10.03,1.62,27.65,17.62,5.86,1,1,0,1,1,1,5,1
2038,海光,-0.45,-0.18,1.12,0.68,19.75,32.67,3.44,0,0,0,0,1,1,2,0
2049,上銀,11.64,9.02,33.82,3.76,176.0,0.0,2.14,1,1,1,0,0,0,3,0
2059,川湖,14.74,14.65,53.81,7.9,471.5,16.59,1.68,1,1,1,0,0,1,4,1
2062,橋椿,3.97,1.31,15.09,0.26,22.75,14.93,1.14,0,1,0,0,1,1,3,0
2069,運錩,9.33,2.02,7.42,1.46,21.45,28.44,6.81,1,1,0,1,1,1,5,1
2101,南港,6.96,0.95,19.85,0.48,37.15,4.28,1.29,1,1,0,0,1,0,3,0
2102,泰豐,-5.81,-1.09,15.14,0.13,20.6,34.75,0.63,0,0,0,0,1,1,2,0
2103,台橡,4.99,0.91,12.1,1.04,26.8,14.15,3.88,0,1,0,0,1,1,3,0
